Index,Description,attacker,data-plane-detection,detail_param,duration,end_time,event_type,example_prefix,hijack_as_percent,level,level_reason,prefix_list,prefix_num,start_time,victim
298,Victim:UA/AS 206963 (SprintCDN)<br> Attacker:US/AS 30058 (FDCSERVERS),30058,Not Hijacking,[object Object],-,-,Ongoing Possible Hijack,185.248.171.0/24,10.81,middle,1 websites in the prefix.,185.248.171.0/24,1,1769440321300,206963
299,Victim:AZ/AS 212517 (TVNET)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],-,-,Ongoing Possible Hijack,45.159.12.0/24,85.19,low,,45.159.12.0/24,1,1769428858070,212517
300,Victim:US/AS 401322 (LUCK-NETO-01)<br> Attacker:US/AS 397630 (AS-BLAZINGSEO),397630,No Result,[object Object],-,-,Ongoing Possible Hijack,86.38.156.0/24,14.29,low,,86.38.156.0/24,1,1769410702490,401322
301,Victim:GB/AS 214143 (skydigital-telecom)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],-,-,Ongoing Possible Hijack,144.56.109.0/24,11.29,low,,144.56.109.0/24,1,1769398759890,214143
302,Victim:LV/AS 58061 (SCALAXY-AS)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,Low Possibility,[object Object],-,-,Ongoing Possible Hijack,166.1.45.0/24,87.69,middle,58061 is Cloud|IDC|CDN or top content provider.,166.1.45.0/24;166.1.37.0/24;166.1.47.0/24,3,1769443026010,58061
303,Victim:US/AS 174 (COGENT-174)<br> Attacker:BR/AS 271188 (),271188,High Possibility,[object Object],-,-,Ongoing Possible Hijack,38.9.215.0/24,26.92,low,,38.9.215.0/24,1,1769434590700,174
304,Victim:DE/AS 12586 (ASGHOSTNET)<br> Attacker:DE/AS 58087 (FlorianKolb),58087,No Result,[object Object],-,-,Ongoing Possible Hijack,5.231.116.0/24,14.29,low,,5.231.116.0/24,1,1769361857010,12586
305,Victim:NL/AS 60781 (LEASEWEB-NL-AMS-01)<br> Attacker:GB/AS 207461 (host-industry),207461,No Result,[object Object],-,-,Ongoing Possible Hijack,45.136.175.0/24,29.27,middle,60781 is Cloud|IDC|CDN or top content provider.,45.136.175.0/24;45.136.228.0/24,2,1769442224200,60781
306,Victim:LT/AS 213896 (CHERRYSERVERS6-AS)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],-,-,Ongoing Possible Hijack,185.92.45.0/24,96.67,low,,185.92.45.0/24,1,1769439678660,213896
307,Victim:HK/AS 206888 (HANMING-AS)<br> Attacker:/AS 207977 (),207977,No Result,[object Object],-,-,Ongoing Possible Hijack,167.253.79.0/24,91.3,low,,167.253.79.0/24,1,1769438577570,206888
308,Victim:US/AS 30058 (FDCSERVERS)<br> Attacker:NL/AS 60781 (LEASEWEB-NL-AMS-01),60781,No Result,[object Object],4185960,1768335117750,Possible Hijack,45.151.106.0/24,75,low,,45.151.106.0/24,1,1768330931790,30058
309,Victim:CN/AS 142111 (AIYUN-AS-AP)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],635244690,1759856450710,Possible Hijack,62.72.171.0/24,97.7,low,,62.72.171.0/24;62.72.171.0/24,2,1759221206020,142111
310,Victim:US/AS 401152 (ADCIL-ASN-01)<br> Attacker:US/AS 18779 (EGIHOSTING),18779,Not done,[object Object],971540520,1762819687500,Possible Hijack,136.0.32.0/24,44.44,low,,136.0.32.0/24;136.0.33.0/24;136.0.21.0/24;136.0.23.0/24;136.0.22.0/24,5,1761848146980,401152
311,Victim:US/AS 21743 (ANL-36)<br> Attacker:GB/AS 47890 (UNMANAGED-DEDICATED-SERVERS),47890,Not done,[object Object],802820,1762264500930,Possible Hijack,141.140.1.0/24,9.59,low,,141.140.1.0/24,1,1762263698110,21743
312,Victim:RU/AS 215096 (MADHOST-AS)<br> Attacker:RU/AS 208397 (INFOSTROY-AS),208397,High Possibility,[object Object],22524950,1764927076620,Possible Hijack,212.22.86.0/24,30.38,low,,212.22.86.0/24,1,1764904551670,215096
313,Victim:AU/AS 135402 (COUNTRYHOST-AS-AP)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],29209090,1763481874300,Possible Hijack,46.233.42.0/24,93.98,low,,46.233.42.0/24,1,1763452665210,135402
314,Victim:NL/AS 60781 (LEASEWEB-NL-AMS-01)<br> Attacker:ID/AS 140475 (PRIMAHOME-AS-ID),140475,Not Hijacking,[object Object],518540,1765715139600,Possible Hijack,82.153.246.0/24,2.99,middle,60781 is Cloud|IDC|CDN or top content provider.,82.153.246.0/24,1,1765714621060,60781
315,Victim:IR/AS 201999 (Serverpars)<br> Attacker:IR/AS 197207 (MCCI-AS),197207,Low Possibility,[object Object],947980,1763290911810,Possible Hijack,185.55.224.0/24,92.86,high,64 websites in the prefix.,185.55.224.0/24;185.159.152.0/24;185.55.224.0/24;185.192.114.0/24,4,1763289963830,201999
316,Victim:/AS 206033 (REPOXLABS)<br> Attacker:US/AS 396356 (LATITUDE-SH),396356,No Result,[object Object],73052890,1769088134850,Possible Hijack,82.38.38.0/24,41.03,low,,82.38.38.0/24,1,1769015081960,206033
317,Victim:/AS 215265 (HUXIAOYOU)<br> Attacker:US/AS 7029 (WINDSTREAM),7029,Not done,[object Object],43456280,1767019444740,Possible Hijack,2a09:54c4::/32,3.49,low,,2a09:54c4::/32,1,1766975988460,215265
318,Victim:GB/AS 48529 (quantumbeam)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],10649550,1764329198350,Possible Hijack,89.213.160.0/24,86.25,low,,89.213.160.0/24,1,1764318548800,48529
319,Victim:IR/AS 202391 (AfraRasa-AS-1)<br> Attacker:IR/AS 197207 (MCCI-AS),197207,Not Hijacking,[object Object],998030,1763291243150,Possible Hijack,45.142.188.0/22,93.88,low,,45.142.188.0/22,1,1763290245120,202391
320,Victim:IN/AS 203020 (HostRoyale)<br> Attacker:IN/AS 135031 (RNPL-AS-AP),135031,No Result,[object Object],71251210,1761921977820,Possible Hijack,103.206.162.0/24,41.25,middle,203020 is Cloud|IDC|CDN or top content provider.,103.206.162.0/24;103.206.162.0/24;103.82.151.0/24;103.82.222.0/24;103.82.223.0/24,5,1761850726610,203020
321,Victim:LT/AS 59642 (CHERRYSERVERS2-AS)<br> Attacker:NL/AS 57043 (HOSTKEY-AS),57043,Not done,[object Object],132090,1761779014950,Possible Hijack,154.84.164.0/24,96.67,middle,59642 is Cloud|IDC|CDN or top content provider.,154.84.164.0/24,1,1761778882860,59642
322,Victim:/AS 205896 ()<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],1041050,1759139465760,Possible Hijack,172.121.177.0/24,90.14,middle,2 websites in the prefix.,172.121.177.0/24,1,1759138424710,205896
323,Victim:BR/AS 28293 ()<br> Attacker:/AS 274370 (),274370,Low Possibility,[object Object],5176930,1768912538210,Possible Hijack,189.28.56.0/24,16.28,low,,189.28.56.0/24;189.28.56.0/24;189.28.56.0/24,3,1768907361280,28293
324,Victim:/AS 203656 ()<br> Attacker:US/AS 5065 (BUNNY-COMMUNICATIONS-GLOBAL),5065,No Result,[object Object],16919610,1765724378700,Possible Hijack,143.20.177.0/24,4.04,low,,143.20.177.0/24;143.20.177.0/24,2,1765707459090,203656
325,Victim:IN/AS 58678 (INTECHONLINE-IN)<br> Attacker:IR/AS 58224 (TCI),58224,High Possibility,[object Object],6366150,1763763991660,Possible Hijack,185.24.149.0/24,7.89,low,,185.24.149.0/24;185.24.149.0/24,2,1763757625510,58678
326,Victim:GB/AS 214143 (skydigital-telecom)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],769780,1763635290550,Possible Hijack,89.213.2.0/24,91.09,low,,89.213.2.0/24;89.213.3.0/24,2,1763634520770,214143
327,Victim:US/AS 401322 (LUCK-NETO-01)<br> Attacker:US/AS 397630 (AS-BLAZINGSEO),397630,No Result,[object Object],95337760,1767174569750,Possible Hijack,72.244.128.0/24,4.85,low,,72.244.128.0/24;72.244.128.0/24,2,1767079231990,401322
328,Victim:RU/AS 205784 (NV-Tel)<br> Attacker:GB/AS 210644 (AEZA-AS),210644,High Possibility,[object Object],95830290,1762865124800,Possible Hijack,77.105.167.0/24,83.84,high,6 websites in the prefix.,77.105.167.0/24,1,1762769294510,205784
329,Victim:DE/AS 44486 (SYNLINQ)<br> Attacker:/AS 209990 (),209990,Low Possibility,[object Object],93168610,1766096411280,Possible Hijack,217.147.14.0/24,100,low,,217.147.14.0/24,1,1766003242670,44486
330,Victim:HK/AS 17561 (LCS-AS-AP)<br> Attacker:US/AS 21859 (ZEN-ECN),21859,No Result,[object Object],307330,1763108864730,Possible Hijack,45.192.245.0/24,38.04,middle,1 websites in the prefix.,45.192.245.0/24,1,1763108557400,17561
331,Victim:UA/AS 3319 (URAN)<br> Attacker:US/AS 55154 (MADGEN-01),55154,Not done,[object Object],4246260,1761829896330,Possible Hijack,195.178.149.0/24,44.44,low,,195.178.149.0/24,1,1761825650070,3319
332,Victim:AE/AS 44947 (AMWAJ)<br> Attacker:US/AS 36231 (TEMPEST-HOSTING),36231,No Result,[object Object],973980,1764203930370,Possible Hijack,143.20.100.0/24,7.14,low,,143.20.100.0/24,1,1764202956390,44947
333,Victim:EE/AS 214693 (FUSIORA)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],5763530,1761908486760,Possible Hijack,89.213.120.0/24,85.87,middle,1 websites in the prefix.,89.213.120.0/24,1,1761902723230,214693
334,Victim:GB/AS 212427 (BASTION-GUARD)<br> Attacker:GB/AS 214654 (DEADLINE),214654,Not done,[object Object],4427190,1761070125550,Possible Hijack,82.25.37.0/24,85,low,,82.25.37.0/24,1,1761065698360,212427
335,Victim:HK/AS 9304 (HUTCHISON-AS-AP)<br> Attacker:US/AS 214025 (ORG-SDL28-RIPE),214025,High Possibility,[object Object],86359960,1769263794590,Possible Hijack,81.22.36.0/24,100,low,,81.22.36.0/24;86.38.156.0/24;194.60.90.0/24,3,1769177434630,9304
336,Victim:US/AS 62943 (AS62943-BLUEBIRD-NETWORK)<br> Attacker:US/AS 6428 (CDM),6428,Low Possibility,[object Object],3326410,1767647492410,Possible Hijack,64.39.227.0/24,14.04,low,,64.39.227.0/24;64.39.226.0/24;64.39.224.0/24,3,1767644166000,62943
337,Victim:SA/AS 47344 (PRC)<br> Attacker:US/AS 6453 (AS6453),6453,No Result,[object Object],2955720,1766413711760,Possible Hijack,91.202.249.0/24,60,low,,91.202.249.0/24,1,1766410756040,47344
338,Victim:/AS 216378 ()<br> Attacker:RO/AS 9009 (M247),9009,No Result,[object Object],3512600,1765964388150,Possible Hijack,45.74.47.0/24,72.22,low,,45.74.47.0/24,1,1765960875550,216378
339,Victim:/AS 205886 (asn-121NET)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],2753308930,1768470554710,Possible Hijack,141.11.119.0/24,96.74,middle,1 websites in the prefix.,141.11.119.0/24;217.147.168.0/24;143.20.205.0/24;92.62.248.0/24,4,1765717245780,205886
340,Victim:/AS 205536 ()<br> Attacker:IR/AS 60976 (POL),60976,Low Possibility,[object Object],1983435480,1764589258190,Possible Hijack,217.60.240.0/24,8.49,middle,205536 is Cloud|IDC|CDN or top content provider.,217.60.240.0/24;217.60.240.0/24;217.60.240.0/24,3,1762605822710,205536
341,Victim:US/AS 397363 (AMS-PUBLIC)<br> Attacker:/AS 4259904537 (),4259904537,Not done,[object Object],6732470,1761289291710,Possible Hijack,16.143.10.0/23,8.7,low,,16.143.10.0/23,1,1761282559240,397363
342,Victim:CA/AS 25668 (CIPHERKEY)<br> Attacker:PK/AS 135567 (APL-AS-AP),135567,Low Possibility,[object Object],154160,1767277332370,Possible Hijack,38.51.50.0/24,8.06,middle,2 websites in the prefix.,38.51.50.0/24,1,1767277178210,25668
343,Victim:/AS 215152 (ORG-CUL21-RIPE)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],18176610,1769443454260,Possible Hijack,166.88.237.0/24,96.91,low,,166.88.237.0/24,1,1769425277650,215152
344,Victim:PT/AS 214913 (WEBTEJO-AS)<br> Attacker:PT/AS 200454 (TOM-AS),200454,Not Hijacking,[object Object],12212770,1767655375130,Possible Hijack,44.31.36.0/24,96.88,low,,44.31.36.0/24;44.32.92.0/24,2,1767643162360,214913
345,Victim:CL/AS 52439 ()<br> Attacker:PE/AS 64130 (),64130,Not Hijacking,[object Object],400410,1764689299400,Possible Hijack,201.218.131.0/24,96.39,low,,201.218.131.0/24,1,1764688898990,52439
346,Victim:TH/AS 58955 (BANGMODENTERPRISE-TH)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],108885890,1763574655830,Possible Hijack,89.213.177.0/24,90,middle,58955 is Cloud|IDC|CDN or top content provider.,89.213.177.0/24,1,1763465769940,58955
347,Victim:US/AS 21859 (ZEN-ECN)<br> Attacker:DE/AS 49581 (FerdinandZink),49581,Low Possibility,[object Object],17256100,1759145544830,Possible Hijack,45.157.17.0/24,28.75,middle,21859 is Cloud|IDC|CDN or top content provider.,45.157.17.0/24,1,1759128288730,21859
348,Victim:LB/AS 35732 (AS-EARTH)<br> Attacker:LB/AS 39402 (FERRARINETWORKS-AS),39402,Not done,[object Object],488500,1762085733960,Possible Hijack,91.188.209.0/24,100,low,,91.188.209.0/24,1,1762085245460,35732
349,Victim:SG/AS 202736 (WISDOM)<br> Attacker:RO/AS 208185 (NETGATE-SOLUTION-AS),208185,Not done,[object Object],72252270,1761207895550,Possible Hijack,45.207.21.0/24,87.06,low,,45.207.21.0/24,1,1761135643280,202736
350,Victim:US/AS 3561 (CENTURYLINK-LEGACY-SAVVIS)<br> Attacker:US/AS 10753 (LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE),10753,Not Hijacking,[object Object],3030339140,1765388148870,Possible Hijack,216.33.160.0/24,95.83,low,,216.33.160.0/24;216.33.160.0/24,2,1762357809730,3561
351,Victim:US/AS 834 (IPXO)<br> Attacker:/AS 205886 (),205886,Low Possibility,[object Object],2398460,1764607994290,Possible Hijack,205.251.135.0/24,71.6,low,,205.251.135.0/24,1,1764605595830,834
352,Victim:US/AS 396982 (GOOGLE-CLOUD-PLATFORM)<br> Attacker:FI/AS 61177 (NTG-AS),61177,Not done,[object Object],1327340,1761255292790,Possible Hijack,185.16.97.0/24,9.62,low,,185.16.97.0/24,1,1761253965450,396982
353,Victim:BR/AS 52711 ()<br> Attacker:BR/AS 272282 (),272282,Not Hijacking,[object Object],2221250,1768046330290,Possible Hijack,177.84.89.0/24,88,low,,177.84.89.0/24,1,1768044109040,52711
354,Victim:IN/AS 132978 (AISIPL-AS)<br> Attacker:VE/AS 272122 (),272122,Not done,[object Object],146040070,1762328727450,Possible Hijack,38.252.239.0/24,90.48,middle,1 websites in the prefix.,38.252.239.0/24,1,1762182687380,132978
355,Victim:US/AS 834 (IPXO)<br> Attacker:GB/AS 62240 (Clouvider),62240,Low Possibility,[object Object],2938333190,1761823497190,Possible Hijack,65.87.15.0/24,82.14,low,,65.87.15.0/24;163.5.132.0/24;185.233.165.0/24;72.9.247.0/24;72.9.245.0/24;72.9.230.0/24;72.9.245.0/24;72.9.245.0/24;72.9.247.0/24;72.9.247.0/24;216.151.169.0/24;75.127.69.0/24;154.16.179.0/24;102.165.24.0/24;163.5.58.0/24,15,1758885164000,834
356,Victim:US/AS 16589 (WIREDTECH)<br> Attacker:HK/AS 142019 (GRIL-AS-AP),142019,No Result,[object Object],91554280,1765907565940,Possible Hijack,141.195.120.0/22,6.32,low,,141.195.120.0/22,1,1765816011660,16589
357,Victim:TR/AS 61084 (SiberDC)<br> Attacker:TR/AS 209737 (AS209737),209737,Not done,[object Object],196210,1762599290390,Possible Hijack,194.146.26.0/24,85.71,low,,194.146.26.0/24,1,1762599094180,61084
358,Victim:US/AS 40111 (PARKERFIBERNET-AS-ROUTE)<br> Attacker:US/AS 7725 (COMCAST-7725),7725,High Possibility,[object Object],1016050,1763586073790,Possible Hijack,72.162.37.0/24,19.72,low,,72.162.37.0/24;72.162.28.0/23,2,1763585057740,40111
359,Victim:HN/AS 273887 ()<br> Attacker:BD/AS 23956 (AMBERIT-BD-AS),23956,Not Hijacking,[object Object],128120,1764585720620,Possible Hijack,154.13.1.0/24,21.52,low,,154.13.1.0/24,1,1764585592500,273887
360,Victim:GB/AS 210369 (MXCloud-as)<br> Attacker:GB/AS 213755 (LUNORY-AS),213755,Not Hijacking,[object Object],152375920,1766067542260,Possible Hijack,176.98.186.0/24,7.14,low,,176.98.186.0/24,1,1765915166340,210369
361,Victim:US/AS 20473 (AS-VULTR)<br> Attacker:DE/AS 47536 (PathConnect),47536,No Result,[object Object],66398610,1765532013740,Possible Hijack,188.116.50.0/24,100,middle,20473 is Cloud|IDC|CDN or top content provider.,188.116.50.0/24;188.116.51.0/24,2,1765465615130,20473
362,Victim:HK/AS 42960 (VH-GLOBAL)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],12457040,1761762219450,Possible Hijack,143.20.9.0/24,85.71,middle,42960 is Cloud|IDC|CDN or top content provider.,143.20.9.0/24,1,1761749762410,42960
363,Victim:US/AS 7385 (ABUL-14-7385)<br> Attacker:CN/AS 142111 (AIYUN-AS-AP),142111,Low Possibility,[object Object],458100,1764561942360,Possible Hijack,23.26.98.0/24,5.63,low,,23.26.98.0/24,1,1764561484260,7385
364,Victim:US/AS 5065 (BUNNY-COMMUNICATIONS-GLOBAL)<br> Attacker:FR/AS 49434 (FBWNETWORKS),49434,Not done,[object Object],1802830,1761544506990,Possible Hijack,83.147.223.0/24,12.33,low,,83.147.223.0/24,1,1761542704160,5065
365,Victim:GB/AS 212238 (CDNEXT)<br> Attacker:RO/AS 9009 (M247),9009,Not done,[object Object],140630580,1761195188260,Possible Hijack,5.157.139.0/24,82.69,low,,5.157.139.0/24;5.157.136.0/24;185.76.62.0/24;5.157.160.0/22;185.76.60.0/24;93.120.46.0/24;188.191.252.0/22;188.74.212.0/22;188.74.155.0/24;93.120.74.0/24;188.74.171.0/24;93.120.12.0/22;176.96.48.0/22;176.96.93.0/24;77.36.4.0/22;77.36.60.0/24;77.36.57.0/24;77.36.65.0/24;77.36.68.0/22;178.159.147.0/24;178.157.108.0/24;178.157.76.0/24;91.229.6.0/24;91.225.14.0/24;91.236.77.0/24;91.237.48.0/24;91.233.192.0/24;91.246.184.0/22;91.232.254.0/24;91.235.123.0/24;91.218.254.0/23;91.239.222.0/23;91.219.18.0/23;91.236.237.0/24;91.218.252.0/23;31.133.24.0/22;188.74.128.0/24,37,1761054557680,212238
366,Victim:EC/AS 273832 ()<br> Attacker:PA/AS 52468 (),52468,Not Hijacking,[object Object],21850260,1768047183820,Possible Hijack,66.231.70.0/24,12.5,low,,66.231.70.0/24;66.231.70.0/24,2,1768025333560,273832
367,Victim:PK/AS 153844 (RNBL-AS-AP)<br> Attacker:US/AS 398704 (STACKSINC-BACKBONE),398704,No Result,[object Object],290300,1765881632510,Possible Hijack,111.92.147.0/24,5.1,low,,111.92.147.0/24;111.92.149.0/24;111.92.148.0/24,3,1765881342210,153844
368,Victim:RU/AS 59637 (ASRSINET)<br> Attacker:RU/AS 58006 (Technet-AS),58006,Not done,[object Object],2404440,1761951910970,Possible Hijack,5.181.210.0/24,90.91,low,,5.181.210.0/24;5.181.210.0/24,2,1761949506530,59637
369,Victim:US/AS 8030 (WORLDNET5-10)<br> Attacker:US/AS 33252 (BASSPRO-AS),33252,Low Possibility,[object Object],195170,1760432127390,Possible Hijack,192.82.245.0/24,84.21,low,,192.82.245.0/24,1,1760431932220,8030
370,Victim:/AS 207787 (AllThingsTechnology-AS)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],12161120,1767058439820,Possible Hijack,78.108.60.0/24,4.08,low,,78.108.60.0/24,1,1767046278700,207787
371,Victim:BG/AS 199364 (RAX-AS)<br> Attacker:SC/AS 206264 (AMARUTU-TECHNOLOGY),206264,Low Possibility,[object Object],481087680,1765967550020,Possible Hijack,45.84.192.0/24,98.97,low,,45.84.192.0/24;45.84.192.0/24,2,1765486462340,199364
372,Victim:CN/AS 213404 (YesongIT-Networks)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],7776640,1760285930210,Possible Hijack,45.59.106.0/24,92.86,low,,45.59.106.0/24,1,1760278153570,213404
373,Victim:UA/AS 197255 (VSESVIT-AS)<br> Attacker:UA/AS 197278 (GOLTA-NETWORKS),197278,Low Possibility,[object Object],12888800,1769017073990,Possible Hijack,91.217.60.0/23,8.75,middle,2 websites in the prefix.,91.217.60.0/23,1,1769004185190,197255
374,Victim:KW/AS 56753 (ZakatAS)<br> Attacker:US/AS 19905 (SECURITYSERVICES),19905,Not Hijacking,[object Object],1532570,1765280735500,Possible Hijack,195.254.170.0/24,93.62,low,,195.254.170.0/24,1,1765279202930,56753
375,Victim:BR/AS 262820 (Unknown)<br> Attacker:BR/AS 263470 (Unknown),263470,No Result,[object Object],528520,1759553429050,Possible Hijack,186.251.5.0/24,96.94,low,,186.251.5.0/24,1,1759552900530,262820
376,Victim:US/AS 36105 (BBT-ISP)<br> Attacker:US/AS 46455 (NLI-ISP),46455,Low Possibility,[object Object],1758800,1765912121220,Possible Hijack,75.41.147.0/24,12.86,low,,75.41.147.0/24,1,1765910362420,36105
377,Victim:DE/AS 207252 (Realtox-Media)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],3535270,1761208862510,Possible Hijack,89.18.60.0/22,80.68,low,,89.18.60.0/22,1,1761205327240,207252
378,Victim:HK/AS 151779 (MACARNE-AS-AP)<br> Attacker:US/AS 64289 (MACARNE),64289,Low Possibility,[object Object],27602760,1760079984070,Possible Hijack,185.225.24.0/24,93.33,low,,185.225.24.0/24,1,1760052381310,151779
379,Victim:HK/AS 17561 (LCS-AS-AP)<br> Attacker:GB/AS 214590 (FASTNETWORKS-LTD),214590,Not Hijacking,[object Object],154150,1763108712560,Possible Hijack,156.225.73.0/24,97.33,low,,156.225.73.0/24,1,1763108558410,17561
380,Victim:FR/AS 16276 (OVH)<br> Attacker:GB/AS 62240 (Clouvider),62240,High Possibility,[object Object],2217010,1760171483920,Possible Hijack,163.5.132.0/24,27.78,middle,16276 is Cloud|IDC|CDN or top content provider.,163.5.132.0/24,1,1760169266910,16276
381,Victim:RU/AS 199458 (rusbuilding)<br> Attacker:NL/AS 60781 (LEASEWEB-NL-AMS-01),60781,No Result,[object Object],3840340,1767655589740,Possible Hijack,45.142.31.0/24,14.74,low,,45.142.31.0/24,1,1767651749400,199458
382,Victim:DE/AS 207695 (dataflair)<br> Attacker:BE/AS 47504 (MCNOCKAERT-SERVICES),47504,High Possibility,[object Object],253929990,1763406375090,Possible Hijack,2.58.196.0/24,7.14,low,,2.58.196.0/24;2.58.196.0/24;2.58.196.0/24;2.58.196.0/24;2.58.196.0/24,5,1763152445100,207695
383,Victim:BR/AS 266097 (Unknown)<br> Attacker:BR/AS 273332 (Unknown),273332,Not Hijacking,[object Object],1547280,1760529964390,Possible Hijack,45.4.179.0/24,60,low,,45.4.179.0/24,1,1760528417110,266097
384,Victim:TR/AS 214041 (TREAS)<br> Attacker:TR/AS 209737 (AS209737),209737,Not done,[object Object],633660,1762599726840,Possible Hijack,38.210.79.0/24,55.21,middle,1 websites in the prefix.,38.210.79.0/24;185.211.100.0/24;185.72.9.0/24;185.34.101.0/24;188.240.81.0/24;93.88.201.0/24,6,1762599093180,214041
385,Victim:AU/AS 137409 (GSLNETWORKS-AS-AP)<br> Attacker:US/AS 395793 (ARISK-COMMUNICATIONS-INC),395793,Low Possibility,[object Object],147897590,1764144058060,Possible Hijack,103.120.22.0/24,85.39,middle,137409 is Cloud|IDC|CDN or top content provider.,103.120.22.0/24;103.120.23.0/24,2,1763996160470,137409
386,Victim:FR/AS 16276 (OVH)<br> Attacker:IL/AS 215939 (CHSCLOUD-AS),215939,No Result,[object Object],770902540,1764335602550,Possible Hijack,77.87.123.0/24,20.95,middle,16276 is Cloud|IDC|CDN or top content provider.,77.87.123.0/24;77.87.123.0/24,2,1763564700010,16276
387,Victim:TR/AS 208972 (gibirnet-tr)<br> Attacker:HK/AS 133398 (TELE-AS),133398,Not done,[object Object],12479040,1761328829040,Possible Hijack,31.58.234.0/24,13.85,low,,31.58.234.0/24,1,1761316350000,208972
388,Victim:ID/AS 45700 (IDNIC-STARLINK-AS-ID)<br> Attacker:US/AS 14593 (SPACEX-STARLINK),14593,Low Possibility,[object Object],3939831400,1767707052390,Possible Hijack,202.125.100.0/24,6.33,low,,202.125.100.0/24;202.125.100.0/24;202.125.101.0/24,3,1763767220990,45700
389,Victim:RO/AS 25198 (ZetServers)<br> Attacker:DE/AS 197071 (ACTIVE-SERVERS),197071,No Result,[object Object],2229300,1761916881000,Possible Hijack,178.93.211.0/24,24.73,middle,25198 is Cloud|IDC|CDN or top content provider.,178.93.211.0/24,1,1761914651700,25198
390,Victim:/AS 215474 ()<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,Low Possibility,[object Object],3751486160,1769238779350,Possible Hijack,150.241.68.0/24,95.37,low,,150.241.68.0/24;193.23.194.0/24;144.31.126.0/24;193.23.194.0/24;150.241.69.0/24;150.241.68.0/24;150.241.75.0/24;144.31.126.0/24;144.31.127.0/24;144.31.235.0/24;144.31.238.0/24;144.31.237.0/24;144.31.233.0/24;144.31.232.0/24;144.31.226.0/24;144.31.231.0/24;144.31.225.0/24;144.31.230.0/24;144.31.228.0/24;144.31.229.0/24;144.31.227.0/24;144.31.224.0/24,22,1765487293190,215474
391,Victim:US/AS 20473 (AS-VULTR)<br> Attacker:AU/AS 149485 (MONOCLOUDPTYLTD-AS-AP),149485,No Result,[object Object],156160,1767814609990,Possible Hijack,185.209.38.0/24,8.11,middle,20473 is Cloud|IDC|CDN or top content provider.,185.209.38.0/24,1,1767814453830,20473
392,Victim:IN/AS 203020 (HostRoyale)<br> Attacker:US/AS 8100 (ASN-QUADRANET-GLOBAL),8100,Low Possibility,[object Object],1050017870,1768913768480,Possible Hijack,104.223.82.0/24,18.67,middle,1 websites in the prefix.,104.223.82.0/24;104.223.83.0/24;104.223.82.0/24;104.223.83.0/24;173.44.34.0/24,5,1767863750610,203020
393,Victim:US/AS 40677 (GLOBALAIR-COM)<br> Attacker:US/AS 4261 (BLUEGRASSNET),4261,Not done,[object Object],12669560,1759952118820,Possible Hijack,205.175.209.0/24,95.29,low,,205.175.209.0/24,1,1759939449260,40677
